Iteration   195 | Cost: 6.666234e-01
Iteration   196 | Cost: 6.666234e-01
Iteration   197 | Cost: 6.666234e-01
Iteration   198 | Cost: 6.666234e-01
Iteration   199 | Cost: 6.666234e-01
Iteration   200 | Cost: 6.666234e-01

Iteration     1 | Cost: 5.607235e+01
Iteration     2 | Cost: 1.118914e+01
Iteration     3 | Cost: 5.916835e+00
Iteration     4 | Cost: 4.209645e+00
Iteration     5 | Cost: 1.908594e+00
Iteration     6 | Cost: 1.635705e+00
Iteration     7 | Cost: 1.475879e+00
Iteration     8 | Cost: 1.456787e+00
Iteration     9 | Cost: 1.086802e+00
Iteration    10 | Cost: 1.017171e+00
Iteration    11 | Cost: 9.242761e-01
Iteration    12 | Cost: 9.080776e-01
Iteration    13 | Cost: 8.844343e-01
Iteration    14 | Cost: 8.200687e-01
Iteration    15 | Cost: 7.970132e-01
Iteration    16 | Cost: 7.822754e-01
Iteration    17 | Cost: 7.751696e-01
Iteration    18 | Cost: 6.993527e-01
Iteration    19 | Cost: 6.649158e-01
Iteration    20 | Cost: 6.513180e-01
Iteration    21 | Cost: 6.477731e-01
Iteration    22 | Cost: 6.461291e-01
Iteration    23 | Cost: 6.410284e-01
Iteration    24 | Cost: 6.406181e-01
Iteration    25 | Cost: 6.386330e-01
Iteration    26 | Cost: 6.372346e-01
Iteration    27 | Cost: 6.323624e-01
Iteration    28 | Cost: 6.291922e-01
Iteration    29 | Cost: 6.284290e-01
Iteration    30 | Cost: 6.257490e-01
Iteration    31 | Cost: 6.237045e-01
Iteration    32 | Cost: 6.235908e-01
Iteration    33 | Cost: 6.227812e-01
Iteration    34 | Cost: 6.223908e-01
Iteration    35 | Cost: 6.212388e-01
Iteration    36 | Cost: 6.199030e-01
Iteration    37 | Cost: 6.192439e-01
Iteration    38 | Cost: 6.150404e-01
Iteration    39 | Cost: 6.133583e-01
Iteration    40 | Cost: 6.108444e-01
Iteration    41 | Cost: 6.107717e-01
Iteration    42 | Cost: 6.104885e-01
Iteration    43 | Cost: 6.104770e-01
Iteration    44 | Cost: 6.104451e-01
Iteration    45 | Cost: 6.104239e-01
Iteration    46 | Cost: 6.097816e-01
Iteration    47 | Cost: 6.092991e-01
Iteration    48 | Cost: 6.090969e-01
Iteration    49 | Cost: 6.089879e-01
Iteration    50 | Cost: 6.088496e-01
Iteration    51 | Cost: 6.088362e-01
Iteration    52 | Cost: 6.087856e-01
Iteration    53 | Cost: 6.087644e-01
Iteration    54 | Cost: 6.087524e-01
Iteration    55 | Cost: 6.087495e-01
Iteration    56 | Cost: 6.087435e-01
Iteration    57 | Cost: 6.087401e-01
Iteration    58 | Cost: 6.087351e-01
Iteration    59 | Cost: 6.087265e-01
Iteration    60 | Cost: 6.087228e-01
Iteration    61 | Cost: 6.087183e-01
Iteration    62 | Cost: 6.087135e-01
Iteration    63 | Cost: 6.087115e-01
Iteration    64 | Cost: 6.087114e-01
Iteration    65 | Cost: 6.087089e-01
Iteration    66 | Cost: 6.086981e-01
Iteration    67 | Cost: 6.086874e-01
Iteration    68 | Cost: 6.086834e-01
Iteration    69 | Cost: 6.086806e-01
Iteration    70 | Cost: 6.086720e-01
Iteration    71 | Cost: 6.086603e-01
Iteration    72 | Cost: 6.086539e-01
Iteration    73 | Cost: 6.086524e-01
Iteration    74 | Cost: 6.086504e-01
Iteration    75 | Cost: 6.086495e-01
Iteration    76 | Cost: 6.086484e-01
Iteration    77 | Cost: 6.086462e-01
Iteration    78 | Cost: 6.086447e-01
Iteration    79 | Cost: 6.086414e-01
Iteration    80 | Cost: 6.086403e-01
Iteration    81 | Cost: 6.086370e-01
Iteration    82 | Cost: 6.086340e-01
Iteration    83 | Cost: 6.086318e-01
Iteration    84 | Cost: 6.086310e-01
Iteration    85 | Cost: 6.086305e-01
Iteration    86 | Cost: 6.086302e-01
Iteration    87 | Cost: 6.086292e-01
Iteration    88 | Cost: 6.086282e-01
Iteration    89 | Cost: 6.086272e-01
Iteration    90 | Cost: 6.086254e-01
Iteration    91 | Cost: 6.086188e-01
Iteration    92 | Cost: 6.085713e-01
Iteration    93 | Cost: 6.085579e-01
Iteration    94 | Cost: 6.085528e-01
Iteration    95 | Cost: 6.085522e-01
Iteration    96 | Cost: 6.085519e-01
Iteration    97 | Cost: 6.085518e-01
Iteration    98 | Cost: 6.085509e-01
Iteration    99 | Cost: 6.085504e-01
Iteration   100 | Cost: 6.085500e-01
Iteration   101 | Cost: 6.085483e-01
Iteration   102 | Cost: 6.085482e-01
Iteration   103 | Cost: 6.085482e-01
Iteration   104 | Cost: 6.085480e-01
Iteration   105 | Cost: 6.085478e-01
Iteration   106 | Cost: 6.085478e-01
Iteration   107 | Cost: 6.085478e-01
Iteration   108 | Cost: 6.085476e-01
Iteration   109 | Cost: 6.085474e-01
Iteration   110 | Cost: 6.085474e-01
Iteration   111 | Cost: 6.085473e-01
Iteration   112 | Cost: 6.085472e-01
Iteration   113 | Cost: 6.085472e-01
Iteration   114 | Cost: 6.085471e-01
Iteration   115 | Cost: 6.085469e-01
Iteration   116 | Cost: 6.085468e-01
Iteration   117 | Cost: 6.085468e-01
Iteration   118 | Cost: 6.085467e-01
Iteration   119 | Cost: 6.085467e-01
Iteration   120 | Cost: 6.085467e-01
Iteration   121 | Cost: 6.085467e-01
Iteration   122 | Cost: 6.085466e-01
Iteration   123 | Cost: 6.085464e-01
Iteration   124 | Cost: 6.085464e-01
Iteration   125 | Cost: 6.085457e-01
Iteration   126 | Cost: 6.085454e-01
Iteration   127 | Cost: 6.085453e-01
Iteration   128 | Cost: 6.085448e-01
Iteration   129 | Cost: 6.085447e-01
Iteration   130 | Cost: 6.085446e-01
Iteration   131 | Cost: 6.085446e-01
Iteration   132 | Cost: 6.085445e-01
Iteration   133 | Cost: 6.085445e-01
Iteration   134 | Cost: 6.085444e-01
Iteration   135 | Cost: 6.085444e-01
Iteration   136 | Cost: 6.085444e-01
Iteration   137 | Cost: 6.085444e-01
Iteration   138 | Cost: 6.085444e-01
Iteration   139 | Cost: 6.085444e-01
Iteration   140 | Cost: 6.085444e-01
Iteration   141 | Cost: 6.085444e-01
Iteration   142 | Cost: 6.085443e-01
Iteration   143 | Cost: 6.085443e-01
Iteration   144 | Cost: 6.085443e-01
Iteration   145 | Cost: 6.085443e-01
Iteration   146 | Cost: 6.085443e-01
Iteration   147 | Cost: 6.085442e-01
Iteration   148 | Cost: 6.085442e-01
Iteration   149 | Cost: 6.085442e-01
Iteration   150 | Cost: 6.085442e-01
Iteration   151 | Cost: 6.085442e-01
Iteration   152 | Cost: 6.085442e-01
Iteration   153 | Cost: 6.085442e-01
Iteration   154 | Cost: 6.085442e-01
Iteration   155 | Cost: 6.085442e-01
Iteration   156 | Cost: 6.085442e-01
Iteration   157 | Cost: 6.085442e-01
Iteration   158 | Cost: 6.085442e-01
Iteration   159 | Cost: 6.085442e-01
Iteration   160 | Cost: 6.085441e-01
Iteration   161 | Cost: 6.085441e-01
Iteration   162 | Cost: 6.085441e-01
Iteration   163 | Cost: 6.085441e-01
Iteration   164 | Cost: 6.085441e-01
Iteration   165 | Cost: 6.085441e-01
Iteration   166 | Cost: 6.085441e-01
Iteration   167 | Cost: 6.085441e-01
Iteration   168 | Cost: 6.085441e-01
Iteration   169 | Cost: 6.085441e-01
